chr	start	stop	pos	iteration
8	93765346	93765909	93765654	6
1	201688900	201689501	201689407	6
15	96040737	96041458	96040887	6
2	67494228	67494709	67494523	6
22	18427173	18427774	18427569	6
3	57154034	57154585	57154251	6
5	106531724	106532685	106532110	6
1	75256819	75257660	75257308	6
7	28147430	28148009	28147850	6
6	94755331	94755932	94755377	6
2	28914530	28915011	28914624	6
9	92761628	92762229	92762100	6
9	128489370	128489731	128489686	6
14	33328820	33329301	33328877	6
3	17200119	17200720	17200556	6
20	30259165	30259286	30259180	6
3	157989832	157990433	157989947	6
10	115335340	115335769	115335471	6
8	77759967	77760568	77760528	6
18	39079917	39080518	39080174	6
3	71099080	71100923	71100576	6
X	122394412	122395373	122394919	6
9	109049256	109049857	109049821	6
3	147049492	147051173	147049707	6
3	18231225	18231586	18231358	6
3	42076862	42077103	42077055	6
7	31419242	31419843	31419712	6
5	156989014	156989375	156989181	6
3	17395812	17396293	17395993	6
5	3186341	3188022	3186791	6
8	92970381	92970742	92970454	6
3	82051787	82051908	82051860	6
6	79714003	79714484	79714354	6
22	46971759	46972360	46972183	6
9	14298621	14299102	14298970	6
1	97657781	97658382	97658115	6
16	72459452	72460192	72459825	6
12	24434256	24434737	24434421	6
16	4726547	4727148	4726990	6
16	55248824	55249305	55248919	6
5	79488094	79488215	79488175	6
2	162104805	162105434	162105287	6
20	36612601	36613082	36612782	6
6	51342535	51343136	51343107	6
1	41940636	41941237	41941230	6
5	158148230	158148951	158148540	6
2	110448184	110448785	110448264	6
14	62028470	62029071	62028991	6
9	102581435	102581916	102581829	6
1	38801924	38802645	38802088	6
7	20821028	20822674	20821328	6
9	102272156	102272757	102272421	6
3	25332987	25333468	25333219	6
1	197643214	197643334	197643294	6
18	22447885	22448006	22447906	6
5	158301445	158302046	158301721	6
10	131750449	131751226	131750799	6
9	100636269	100638004	100636576	6
1	63369282	63370993	63369714	6
2	67788199	67788976	67788939	6
8	10713517	10714118	10714026	6
7	50358108	50358737	50358730	6
14	36690048	36690889	36690313	6
12	49380373	49381094	49380972	6
7	7772133	7772734	7772230	6
1	33804311	33804912	33804434	6
3	146956083	146956804	146956182	6
2	223136988	223137949	223137734	6
3	137060474	137061075	137060992	6
5	87239832	87241753	87241374	6
1	214422708	214423549	214422995	6
9	128869800	128870521	128869854	6
2	8213644	8214125	8214112	6
18	31330484	31331205	31330754	6
9	127420759	127421720	127421171	6
1	230887625	230888226	230887707	6
4	137794782	137795383	137794946	6
3	137361001	137361722	137361123	6
8	119688488	119689085	119688870	6
21	16813429	16813910	16813862	6
3	137361001	137361722	137361023	6
16	72460878	72462319	72461406	6
8	27264869	27265350	27264991	6
18	72357711	72358432	72358077	6
X	39944228	39944829	39944283	6
18	46306800	46307401	46307177	6
13	110993297	110993898	110993650	6
3	42140069	42140670	42140583	6
1	213500701	213500822	213500809	6
1	167652693	167652814	167652806	6
9	77302381	77302982	77302505	6
15	37185460	37187043	37185665	6
16	26226452	26226933	26226815	6
2	71730225	71730791	71730682	6
1	64089101	64089461	64089378	6
18	44784299	44784900	44784411	6
8	105962224	105962945	105962683	7
2	199832582	199833183	199832754	7
2	199832582	199833183	199832694	7
5	87780231	87780952	87780488	7
1	82452528	82453123	82452648	7
X	147678864	147679105	147678990	7
9	101963422	101964023	101963666	7
1	87990305	87991026	87990488	7
9	126623568	126624353	126623955	7
2	144573851	144574452	144573972	7
13	79358480	79358961	79358874	7
18	38455274	38455875	38455808	7
15	37240714	37242622	37240812	7
2	105254578	105255929	105255458	7
10	123842087	123847517	123844786	7
18	72925666	72926147	72926010	7
9	134394163	134394403	134394319	7
15	42210873	42210994	42210924	7
7	101587478	101587719	101587491	7
6	99291867	99292228	99291927	7
2	38099519	38100000	38099590	7
9	23427428	23427909	23427535	7
9	14131371	14131972	14131872	7
8	66101697	66102298	66101790	7
5	91941184	91942145	91942048	7
9	112471327	112471928	112471599	7
9	97672252	97672853	97672373	7
18	22821792	22822273	22822009	7
2	45003972	45004813	45004067	7
13	95313779	95315534	95314185	7
1	41940636	41941237	41941002	7
22	36002413	36002894	36002529	7
5	91181157	91181878	91181264	7
1	216214057	216214778	216214730	7
X	128504502	128504983	128504859	7
1	91662426	91662907	91662577	7
6	144294013	144294614	144294115	7
2	85968462	85969063	85968465	7
7	40786227	40786828	40786391	7
21	35917203	35917804	35917530	7
12	11814356	11814957	11814410	7
7	69946528	69947249	69946702	7
1	66737510	66738111	66737582	7
1	26420565	26420926	26420894	7
10	119590105	119590706	119590704	7
2	145253129	145253730	145253246	7
6	91605739	91606340	91606320	7
17	4876851	4877091	4877072	7
5	141675797	141676038	141675810	7
2	66091751	66092472	66092379	7
5	123463212	123463813	123463529	7
2	70368664	70369145	70369066	7
17	2136821	2137302	2137199	7
8	93285048	93285529	93285382	7
1	33804311	33804912	33804659	7
15	67140838	67141199	67140924	7
18	7605673	7606274	7606038	7
11	48184969	48185209	48185121	7
14	36157422	36157903	36157803	7
3	168913338	168913819	168913595	7
22	43288585	43288826	43288624	7
3	55524784	55526307	55525050	7
1	90570684	90571525	90570738	7
9	76948467	76948948	76948805	7
1	218374182	218374783	218374286	7
18	11947498	11948099	11948094	7
1	217016641	217017362	217017202	7
3	137610475	137611076	137610781	7
11	8304486	8305087	8304629	7
16	75329670	75330151	75329688	7
11	8304486	8305087	8304695	7
1	232730862	232731103	232730934	7
1	87643119	87643720	87643528	7
9	91486628	91487229	91487007	7
8	22832303	22832904	22832357	7
9	84438420	84438950	84438637	7
1	87990305	87991026	87990398	7
9	128656746	128657347	128657303	7
16	73516430	73516911	73516720	7
6	99006345	99007066	99006890	7
10	121427113	121427594	121427184	7
13	72089301	72090142	72089377	7
5	79488094	79488215	79488103	7
3	114140024	114140505	114140447	7
9	76154814	76155415	76155079	7
6	13413344	13413945	13413478	7
10	102533109	102533744	102533630	7
6	45850515	45850636	45850531	7
3	53840884	53841005	53840889	7
13	79572548	79573389	79572638	7
5	89652425	89652906	89652674	7
11	8280352	8280833	8280452	7
1	180341896	180342377	180342088	7
7	115368411	115369012	115368618	7
10	120181493	120182182	120182006	7
2	174985422	174987583	174987290	7
7	28114859	28117736	28116516	7
14	34550960	34551561	34551471	7
22	46943034	46943635	46943050	7
2	176235487	176235968	176235669	7
5	93586843	93587392	93586857	7
5	53368790	53369271	53369172	7
2	60046335	60047416	60047174	7
15	99212625	99213226	99212727	7
2	60517080	60517801	60517521	7
1	51043569	51044050	51043829	7
3	146806964	146807805	146807587	7
7	35388321	35388922	35388739	7
20	25291097	25291652	25291228	7
3	181326916	181327397	181327030	7
5	133287124	133287725	133287155	7
19	47597635	47597875	47597696	7
6	107953518	107953999	107953911	7
3	60275013	60275494	60275182	7
2	164589794	164590275	164590269	7
2	212710807	212711408	212711407	7
7	21111473	21112194	21111925	7
14	37461705	37462426	37461828	7
6	97754896	97755617	97755493	7
5	91408816	91409297	91409116	7
1	38819469	38820190	38819707	7
17	854848	855449	855005	7
5	164005757	164006478	164006013	7
1	10573825	10574066	10574043	7
3	5027698	5028299	5027910	7
4	151453198	151453919	151453339	7
15	67687554	67687944	67687687	7
18	72348891	72349492	72349326	7
15	45460117	45460357	45460311	7
1	97377960	97378561	97378532	7
14	75725870	75726471	75725871	7
7	69897387	69898228	69897665	7
3	127480142	127480383	127480153	7
19	5959073	5959674	5959649	7
9	124360902	124361503	124361467	7
2	58934537	58935138	58934542	7
1	234635645	234635766	234635662	7
14	97431175	97431776	97431294	7
11	84843550	84844511	84843963	7
2	146798865	146799466	146799410	7
X	18647224	18647465	18647260	7
9	13569694	13570055	13569913	7
17	48939496	48941385	48940826	7
11	16206793	16207634	16207310	7
2	44907440	44908716	44907475	7
8	65611590	65612191	65612161	7
2	145408446	145409029	145408652	7
14	34164601	34165082	34164698	7
3	71099080	71100923	71099921	7
3	114803841	114804202	114803886	7
14	93939531	93940012	93939956	7
10	77759327	77759928	77759409	7
15	42235952	42236513	42236255	7
4	182405521	182406002	182405964	7
3	71185268	71185989	71185759	7
2	156584672	156586165	156585691	7
7	10684237	10685438	10684950	7
12	23708229	23708710	23708694	7
6	1802946	1803547	1803102	7
20	2719137	2719858	2719302	7
14	29997358	29998721	29997962	7
2	145652721	145653442	145653062	7
5	172590705	172590945	172590744	7
20	31051187	31051788	31051739	7
2	145461448	145462049	145461931	7
13	51821594	51821715	51821617	7
10	125116488	125116969	125116582	7
20	25034686	25035167	25034692	7
6	148189292	148189773	148189414	7
17	27996347	27996908	27996534	7
10	97301785	97301906	97301851	7
9	125884246	125884727	125884621	7
14	80861166	80861647	80861587	7
6	50245058	50246019	50245133	7
3	181410337	181411058	181410356	7
16	52446269	52447230	52446408	7
10	114591261	114591742	114591674	7
7	26694993	26696074	26695050	7
12	98782267	98782748	98782341	7
18	24515067	24515668	24515350	7
2	66801639	66802000	66801907	7
9	83496241	83497042	83497040	7
16	52497792	52498152	52497872	7
13	53653698	53654419	53653941	7
9	112888002	112888603	112888562	7
12	97931210	97931691	97931610	7
8	37100441	37101042	37100678	7
6	19665424	19666385	19665930	7
14	57056519	57057960	57056741	7
5	172695042	172695643	172695176	7
2	144442032	144443551	144442247	7
9	16624795	16625516	16625168	7
2	44756802	44757403	44757223	7
3	169193741	169194462	169194041	7
14	99883273	99883874	99883680	7
2	223040136	223040737	223040604	7
21	15941919	15942640	15942484	7
6	98813702	98814783	98814675	7
4	124775738	124778528	124777325	7
16	61057398	61057999	61057547	7
5	91018757	91019358	91018782	7
12	110051707	110052188	110052113	7
2	143913021	143913261	143913099	7
6	38087200	38087681	38087546	7
7	96640735	96641816	96641430	7
13	73224415	73224896	73224676	7
10	77683580	77684541	77683867	7
9	37144765	37145246	37145075	7
1	44726696	44727470	44726791	7
X	24847789	24848548	24848336	7
20	51339732	51340213	51340091	7
4	47833423	47833544	47833496	7
11	116000107	116000708	116000163	7
14	54644496	54645097	54644842	7
16	30410922	30411523	30410933	7
10	77302638	77303239	77302982	7
1	218280946	218281907	218281756	7
7	113793452	113794653	113793603	7
22	36764579	36764700	36764630	7
10	78282528	78285049	78283897	7
20	30300487	30301088	30300728	7
6	51331136	51331857	51331806	7
2	59428919	59429400	59429122	7
1	89021593	89022194	89022067	7
10	80295911	80296650	80296512	7
12	53868538	53869139	53868784	7
8	66072180	66072661	66072283	7
3	62424663	62425264	62425093	7
8	11430515	11430756	11430699	7
3	137491563	137492164	137491825	7
5	123463212	123463813	123463606	7
3	62018150	62018751	62018394	7
2	66688946	66689861	66689843	7
1	41962511	41963112	41963073	7
12	122017880	122018000	122017892	7
4	54867764	54868485	54867937	7
12	16761191	16761552	16761493	7
11	15389178	15389779	15389550	7
7	98423985	98424466	98424294	7
3	81980923	81981524	81980937	7
5	93586843	93587392	93587149	7
2	66532868	66533589	66533124	7
13	66918948	66919669	66919613	7
20	20479061	20479902	20479106	7
22	36862202	36862443	36862433	7
12	23717256	23717857	23717822	7
4	56920718	56921799	56921595	7
12	70731110	70731350	70731213	7
1	88799007	88799728	88799519	7
1	218280946	218281907	218281264	7
12	16610335	16612016	16611254	7
7	14404179	14404660	14404287	7
14	94441545	94442146	94441649	7
1	83345290	83346355	83346016	7
12	123351608	123352208	123351824	7
19	31828008	31828369	31828103	7
2	177503044	177503645	177503633	7
21	16779395	16779996	16779856	7
3	19028185	19028906	19028540	7
14	29824439	29825040	29824677	7
3	114596291	114596873	114596523	7
7	114999315	114999916	114999631	7
8	78221417	78222138	78222057	7
2	60137848	60138785	60138183	7
2	45002864	45003465	45003182	7
4	186783636	186784187	186784085	7
3	62516547	62517104	62516638	7
15	96906825	96907306	96906826	7
14	70161735	70162096	70161922	7
2	238609834	238610435	238610058	7
5	77208162	77208763	77208633	7
X	107464334	107464656	107464404	7
X	49644581	49646263	49645565	7
4	155581917	155582038	155581983	7
19	32084599	32085200	32084626	7
5	107342408	107342889	107342713	7
3	71254098	71254579	71254382	7
3	55524784	55526307	55524950	7
7	9271231	9272432	9271488	7
22	38466036	38466157	38466051	7
10	114878537	114880045	114879760	7
1	230979070	230979670	230979294	7
5	94227512	94228233	94228160	7
2	173724545	173725146	173724684	7
7	95877465	95878186	95877875	7
6	50028779	50029020	50028878	7
16	73516430	73516911	73516607	7
8	100012037	100012638	100012443	7
16	51789409	51790010	51789604	7
17	42864572	42865173	42865076	7
1	88647088	88647929	88647393	7
6	92282485	92283086	92282897	7
20	30258709	30258950	30258902	7
12	17848007	17849448	17848329	7
3	181278739	181279460	181279047	7
3	123092949	123093190	123092959	7
6	97544523	97545844	97545065	7
3	17706960	17707081	17707062	7
8	71963799	71964400	71964271	7
7	115361611	115361972	115361676	7
9	14131371	14131972	14131937	7
11	19194258	19194378	19194311	7
7	21069761	21070482	21070241	7
5	94227512	94228233	94227948	7
1	82385764	82386005	82385915	7
3	62436796	62437277	62436989	7
16	73735335	73735816	73735805	7
18	45193188	45194192	45193490	7
17	9225469	9226070	9225769	7
9	126504303	126505024	126504851	7
11	57825697	57826298	57825765	7
17	35483497	35484098	35483834	7
4	140737298	140737899	140737427	7
8	17465476	17466077	17465586	7
14	33663059	33663540	33663256	7
2	147333854	147334695	147334509	7
8	94052959	94053680	94053086	7
15	57789146	57789507	57789356	7
1	82269925	82270406	82270207	7
10	77683580	77684541	77683815	7
2	146358901	146359382	146359332	7
15	75336559	75337110	75336815	7
8	106759565	106760046	106759950	7
1	202559900	202560501	202560416	7
8	66072180	66072661	66072592	7
5	106055990	106056591	106056539	7
1	45005882	45006483	45006061	7
22	46943034	46943635	46943255	7
11	31051654	31052255	31051661	7
1	21564591	21564741	21564645	7
19	31636610	31637211	31636976	7
2	59133198	59134159	59133265	7
5	33008901	33009622	33009574	7
15	71649094	71649695	71649158	7
20	50980736	50981337	50980774	7
8	77755462	77755943	77755723	7
19	4077947	4078188	4078170	7
13	71358013	71359574	71358662	7
3	186657367	186657848	186657424	7
12	65959831	65960432	65959936	7
10	77021256	77022888	77021788	7
10	100326923	100327524	100327057	7
9	128666629	128667350	128666673	7
8	102038494	102038855	102038651	7
14	97319161	97319516	97319418	7
2	200677327	200678048	200677344	7
7	115134458	115135419	115135071	7
1	217069760	217070361	217069971	7
10	78832283	78833052	78832291	7
10	80488215	80488456	80488303	7
6	91387005	91387486	91387199	7
2	162236916	162237517	162237197	7
15	36887691	36888292	36888070	7
7	42272740	42273341	42272799	7
7	115189860	115190461	115190298	7
2	21475197	21475798	21475666	7
3	158201538	158202259	158201617	7
1	90847520	90848241	90847621	7
16	72254572	72255773	72255537	7
1	11017605	11018036	11017954	7
3	120941806	120942046	120941851	7
2	103742773	103743374	103743129	7
14	35810660	35810901	35810841	7
13	79843166	79843887	79843884	7
3	182254268	182254869	182254365	7
18	3029073	3029674	3029589	7
18	3029073	3029674	3029092	7
16	53986510	53988311	53988273	7
6	97544523	97545844	97545527	7
2	160466283	160467124	160466786	7
19	30939354	30940075	30939816	7
5	89652425	89652906	89652531	7
18	30448349	30448830	30448564	7
6	99512473	99513074	99512486	7
5	2204354	2208490	2207449	7
5	2799457	2800058	2800017	7
10	103082293	103082894	103082359	7
2	63195679	63196280	63196050	7
22	39630052	39630653	39630168	7
4	185305679	185306280	185305794	7
18	22868432	22868913	22868843	7
17	30781454	30781694	30781618	7
3	18306360	18306841	18306807	7
3	70291620	70292101	70291805	7
6	90687260	90688221	90687356	7
9	126184776	126185377	126185342	7
7	26640065	26640546	26640154	7
5	172564450	172565511	172565320	7
3	118548185	118548786	118548565	7
15	35467247	35467848	35467349	7
2	72159149	72159510	72159465	7
18	2875073	2875674	2875533	7
18	45213099	45213580	45213399	7
15	99966075	99966676	99966137	7
4	145700736	145701217	145701012	7
3	119041183	119041784	119041435	7
8	77759967	77760568	77760023	7
9	82271193	82271794	82271235	7
2	157454077	157454798	157454615	7
10	103243857	103244458	103243966	7
13	95313779	95315534	95313816	7
6	98463281	98463402	98463314	7
10	78011638	78012479	78011692	7
20	55720401	55720762	55720713	7
9	84438420	84438950	84438469	7
5	149060175	149060683	149060394	7
3	148734158	148734759	148734195	7
3	147964159	147964880	147964821	7
15	38032579	38032940	38032680	7
15	38159415	38161096	38161082	7
3	167750263	167750653	167750505	7
1	11851203	11851905	11851283	7
X	71601435	71602156	71601902	7
10	76362297	76363018	76362697	7
10	124838930	124839531	124839072	7
4	183058370	183059023	183058632	7
14	57655526	57656127	57655660	7
11	119811488	119812089	119811590	7
1	84232647	84233248	84232782	7
20	36711984	36712585	36712538	7
2	144091072	144091673	144091383	7
3	45579119	45579720	45579511	7
14	60823420	60824021	60823706	7
3	119041183	119041784	119041783	7
9	16729053	16730688	16729468	7
4	151493777	151494618	151494464	7
6	51076582	51077063	51076991	7
1	219472031	219472512	219472293	7
15	35503804	35504045	35503861	7
10	11233917	11234518	11234221	7
2	144835629	144836110	144835775	7
1	61918053	61920294	61918519	7
10	77683580	77684541	77683738	7
5	164516872	164517473	164517055	7
1	82385764	82386005	82385965	7
4	81107696	81108297	81107721	7
1	55046336	55046871	55046618	7
15	95839108	95839589	95839545	7
3	137002273	137002634	137002472	7
10	126905232	126905953	126905577	7
10	115335340	115335769	115335396	7
2	144712413	144713614	144713431	7
13	45113807	45114168	45114034	7
7	41613130	41613731	41613280	7
14	33677817	33678298	33678203	7
2	60017972	60018453	60018077	7
10	77268182	77268783	77268237	7
3	71048832	71049313	71049032	7
3	82200571	82201172	82200936	7
2	176829065	176829887	176829415	7
1	10731956	10733228	10732465	7
14	102344639	102344880	102344705	7
2	66093110	66093711	66093583	7
X	124653633	124654714	124653642	8
6	108742086	108743047	108742812	8
20	50985360	50985961	50985855	8
3	38766393	38766959	38766491	8
1	63464218	63466264	63464573	8
18	22692300	22693621	22692587	8
16	54493564	54494405	54493913	8
16	52845785	52846266	52845912	8
17	59235033	59235394	59235289	8
6	98489647	98490248	98490061	8
15	36948656	36949137	36949005	8
3	18979816	18980657	18980053	8
9	79352335	79352816	79352355	8
17	35287347	35287948	35287817	8
3	37811969	37812570	37812480	8
21	38935923	38936044	38936005	8
8	25788935	25789538	25789281	8
22	38429402	38430363	38429627	8
5	118673982	118674343	118674010	8
4	180056837	180057438	180057420	8
3	148734158	148734759	148734346	8
18	23172989	23173710	23173084	8
12	23717256	23717857	23717396	8
8	100012037	100012638	100012419	8
1	27079714	27080195	27079795	8
X	24817458	24818179	24817707	8
6	108744007	108744728	108744194	8
2	58994598	58995199	58994935	8
2	189433903	189434143	189434103	8
9	123169227	123169587	123169482	8
8	59657518	59658119	59657758	8
17	2264891	2265131	2265115	8
17	34923498	34923618	34923504	8
3	70513667	70514388	70513947	8
1	78410934	78411535	78410981	8
1	88647088	88647929	88647170	8
11	115196299	115196900	115196445	8
2	67743281	67743882	67743329	8
14	33889180	33890021	33889348	8
1	63463255	63463976	63463883	8
5	81146467	81147068	81147057	8
1	81964439	81965040	81964455	8
1	215888956	215889557	215889483	8
10	10406778	10407499	10406996	8
8	17533751	17533871	17533782	8
9	126480402	126480883	126480713	8
12	11814356	11814957	11814729	8
18	52029362	52029963	52029759	8
6	13413344	13413945	13413406	8
3	114285548	114286029	114285934	8
7	20998000	20998721	20998062	8
2	164593518	164594119	164593714	8
14	37489613	37490334	37490013	8
14	29745854	29745975	29745968	8
18	36063335	36063936	36063801	8
17	76170253	76171310	76170709	8
14	69006135	69006616	69006251	8
7	114295019	114296668	114296155	8
9	125043785	125044266	125043891	8
14	55073473	55074074	55073800	8
8	28633239	28633479	28633259	8
15	99966075	99966676	99966586	8
18	25502362	25503083	25503045	8
5	141930062	141930183	141930155	8
9	82590318	82593012	82590388	8
5	93662100	93662821	93662790	8
9	82245976	82246484	82246476	8
17	63164259	63164418	63164369	8
12	23774793	23775274	23774996	8
2	144114339	144114940	144114490	8
3	82200571	82201172	82201071	8
19	45946983	45947584	45947453	8
2	114099478	114100061	114099569	8
14	102331537	102331658	102331569	8
3	157882231	157884032	157882660	8
7	134067291	134067772	134067515	8
1	44726696	44727470	44726911	8
5	87345521	87346002	87345777	8
3	156810054	156810535	156810196	8
7	101598921	101599162	101598996	8
5	107611896	107612617	107612203	8
2	236826235	236826596	236826544	8
8	76749815	76750416	76750211	8
9	108908427	108908908	108908495	8
7	70103061	70104382	70103741	8
3	66463216	66463486	66463226	8
1	49307491	49307852	49307535	8
5	158251033	158251634	158251066	8
2	157194480	157195201	157195192	8
18	39254378	39254979	39254555	8
18	30490302	30490783	30490736	8
2	55339007	55339368	55339077	8
10	134445408	134446009	134445714	8
13	29959248	29959849	29959276	8
7	27573077	27573798	27573421	8
17	75209334	75209604	75209468	8
9	131936602	131937203	131936796	8
1	97377960	97378561	97378068	8
6	22148479	22151480	22149426	8
14	30849461	30850422	30850015	8
21	39083303	39083904	39083404	8
1	12613140	12613500	12613449	8
7	114395680	114396521	114395964	8
1	81792935	81793536	81793356	8
10	98156880	98157120	98156938	8
5	93113281	93114482	93114128	8
14	33118010	33118731	33118505	8
4	25089384	25089505	25089467	8
3	181326916	181327397	181327087	8
1	10221151	10221391	10221352	8
7	26580168	26580649	26580460	8
7	70031626	70032347	70032005	8
5	118673982	118674343	118674319	8
X	125419209	125419930	125419227	8
2	105300280	105301586	105300416	8
7	30934413	30934534	30934419	8
5	164005757	164006478	164006106	8
7	27591397	27592238	27591508	8
18	56474661	56474902	56474883	8
6	156778381	156779102	156778492	8
10	82043582	82043852	82043732	8
7	69802012	69802493	69802230	8
9	128223482	128224083	128223652	8
5	103015206	103015927	103015654	8
10	126333008	126333609	126333344	8
2	157720565	157721646	157721580	8
9	127058933	127059414	127059399	8
14	65245145	65245979	65245647	8
2	114099478	114100061	114099891	8
6	97913844	97914685	97914278	8
6	50821680	50822281	50821821	8
2	147708601	147709082	147709053	8
9	127140159	127140880	127140837	8
12	23641258	23641979	23641329	8
10	131496841	131497442	131497022	8
2	44756802	44757403	44757132	8
18	72362995	72364076	72363443	8
10	8013381	8014102	8013760	8
15	46026489	46027090	46026762	8
5	1120648	1121249	1120985	8
3	45647917	45648278	45647978	8
19	32731851	32732452	32732060	8
6	112155530	112156131	112155592	8
14	23907357	23908318	23907640	8
18	30264825	30265426	30265309	8
5	81321273	81321634	81321421	8
1	49435954	49436435	49436258	8
6	137652453	137653294	137652990	8
17	42515586	42516187	42515958	8
1	98208572	98209413	98209050	8
2	219994214	219995055	219994948	8
9	89648887	89650405	89649934	8
6	97651192	97651673	97651598	8
15	71649094	71649695	71649121	8
16	51732494	51732615	51732542	8
2	223136988	223137949	223137491	8
3	114819316	114820037	114819811	8
17	54525624	54526105	54526027	8
11	130543438	130544039	130543594	8
5	92141430	92143636	92141993	8
11	19194258	19194378	19194373	8
2	61752149	61753665	61753333	8
17	30049383	30049864	30049603	8
2	59892059	59892660	59892418	8
10	80918417	80919018	80918648	8
10	45491936	45492177	45491987	8
1	203476250	203476851	203476775	8
16	51854029	51854657	51854096	8
5	93545282	93546123	93545986	8
7	92384297	92385018	92384806	8
5	172706738	172707099	172706747	8
4	80452998	80453479	80453102	8
2	145224283	145224782	145224308	8
6	45401311	45401865	45401750	8
2	145951942	145952663	145952452	8
8	59865804	59866405	59866327	8
12	123567995	123568596	123568095	8
2	238804184	238804785	238804301	8
11	16878047	16878648	16878284	8
1	216171271	216171752	216171371	8
10	103266529	103268090	103267542	8
X	142715338	142715819	142715476	8
7	100765816	100766057	100765913	8
6	133916288	133916889	133916803	8
2	26934651	26934892	26934752	8
4	183058370	183059023	183058771	8
2	200174640	200175121	200175102	8
1	38792413	38792894	38792493	8
21	44781795	44782396	44781969	8
16	51657780	51658831	51657794	8
9	102540959	102541560	102541545	8
15	37369862	37370384	37369984	8
1	88595567	88595928	88595711	8
6	85166267	85166868	85166671	8
17	62232144	62233117	62233109	8
4	147965675	147966276	147965934	8
16	59178406	59179007	59178666	8
9	973340	975381	974459	8
17	13434844	13435445	13435087	8
14	61388478	61389079	61388782	8
7	21811268	21811962	21811652	8
11	72887762	72888123	72888114	8
12	680187	680788	680693	8
13	95546775	95547256	95546976	8
18	23034850	23035211	23035090	8
17	35039403	35039884	35039722	8
3	63673151	63673992	63673841	8
5	175121692	175122173	175122165	8
7	1267976	1268697	1267985	8
18	39502469	39503190	39502601	8
10	102331137	102331498	102331301	8
15	40385306	40385907	40385358	8
7	18683081	18683682	18683671	8
1	87620369	87621330	87620571	8
15	74872633	74872754	74872659	8
10	102533109	102533744	102533448	8
2	60806604	60807085	60806763	8
9	75894936	75895537	75895521	8
5	44389075	44390536	44389733	8
12	12169293	12169823	12169626	8
1	85313435	85314036	85313553	8
11	114050663	114051264	114051187	8
2	180549572	180550293	180549694	8
5	94146960	94147561	94147416	8
16	50424722	50425323	50424725	8
10	50188858	50189587	50189513	8
15	71457001	71457795	71457337	8
15	59994542	59995263	59995257	8
20	37876745	37877586	37876836	8
11	115196299	115196900	115196468	8
1	220992184	220992785	220992774	8
4	184908029	184908630	184908411	8
2	58811839	58812320	58811901	8
9	133353578	133355324	133354729	8
16	54143759	54145870	54143900	8
5	91298107	91299068	91298928	8
2	145141906	145142627	145142380	8
13	95618375	95619936	95619778	8
12	94076842	94077443	94077435	8
1	230961625	230962226	230961950	8
7	114299388	114299737	114299709	8
13	28318733	28319454	28319019	8
2	146057568	146058289	146058243	8
3	194900534	194901135	194900551	8
18	72568525	72569366	72568809	8
2	175236263	175236504	175236472	8
X	100086454	100086694	100086565	8
8	36930886	36931367	36931116	8
9	14433189	14433790	14433464	8
10	131706125	131706793	131706408	8
15	38030330	38030811	38030497	8
4	174703674	174704515	174704227	8
18	25503906	25504267	25504233	8
9	128303786	128304627	128303844	8
22	43083826	43084067	43083976	8
16	53654138	53654739	53654455	8
1	90805838	90806319	90806008	8
2	144442032	144443551	144442316	8
12	111588782	111589383	111588979	8
8	76732649	76733490	76733076	8
7	20839283	20839644	20839475	8
7	1337287	1337768	1337420	8
3	46976019	46976620	46976375	8
6	97651192	97651673	97651320	8
12	122240234	122241075	122240752	8
11	122179763	122180364	122180141	8
14	68710948	68711549	68711369	8
9	26205078	26205679	26205471	8
2	199557744	199558345	199557959	8
13	59854411	59854892	59854631	8
8	66072180	66072661	66072288	8
7	73893382	73893863	73893490	8
19	47613677	47614278	47614101	8
8	64122192	64123699	64123388	8
6	51331136	51331857	51331434	8
5	164739764	164740245	164740062	8
1	90572520	90573001	90572523	8
10	130831391	130833293	130831450	8
1	155937396	155937517	155937512	8
1	44779834	44780315	44780163	8
6	10395357	10395838	10395824	8
20	21070862	21071583	21071543	8
16	51671105	51671946	51671564	8
8	76636274	76636875	76636695	8
17	46316548	46317149	46316832	8
3	169170758	169171839	169170998	8
6	98174968	98175569	98175316	8
8	100792165	100793126	100792551	8
10	120017796	120018397	120018138	8
8	93180978	93181819	93181621	8
5	3512054	3513495	3512888	8
11	12865227	12866428	12865374	8
19	30645117	30645718	30645471	8
18	29829473	29830314	29829925	8
12	16610335	16612016	16611634	8
3	181343681	181344282	181344081	8
5	92145179	92145887	92145224	8
11	114069728	114069969	114069950	8
5	10990202	10990563	10990373	8
13	68429040	68430601	68429828	8
20	33300612	33301093	33300713	8
13	71711177	71711778	71711488	8
14	55242123	55242724	55242432	8
9	126534917	126535398	126535199	8
3	71318641	71319122	71318971	8
9	75894936	75895537	75895192	8
1	98336150	98336871	98336420	8
19	30321294	30321775	30321397	8
9	129198308	129200829	129200041	8
16	72980816	72980937	72980927	8
20	24482956	24483197	24483040	8
10	116392433	116393034	116392674	8
5	89586080	89586801	89586526	8
4	119434649	119436565	119436529	8
14	33363881	33364482	33364178	8
1	91196978	91197819	91197149	8
11	130348763	130349004	130348804	8
22	27419076	27419677	27419269	8
2	144281619	144282220	144281827	8
17	1457848	1458449	1457959	8
18	53140811	53141292	53140973	8
13	112793171	112793892	112793668	8
1	115615875	115616236	115616134	8
5	1782684	1782805	1782732	8
20	21001651	21002252	21001904	8
